x y
804.5365077660675 493.84868972119887
803.9545004986243 504.81998204367665
187.4016695079469 1105.5870420577444
1507.6138119233667 404.89392318353697
790.4510321755815 491.3612761116426
696.8636868686962 206.47895039605106
413.18877428933143 1503.934754764854
1496.4915918379324 399.4387103838849
812.9677197597665 488.09281097905796
1498.7514385875106 395.2567445926721
94.82495822695688 105.11215745385344
203.79721698315007 1107.5454287362022
1492.584552959231 399.0633100806008
700.468483317084 194.4432124102829
401.9679008339735 1500.1169861385165
1487.958665372211 412.5418731731438
402.9930084095129 1497.0338052553263
192.50066933254493 1105.5733131543589
398.2953518629987 1500.8891164136267
106.39390055894589 95.05326545773082
100.6147413314825 98.47828782167373
812.8634230925143 509.8576987452498
90.32872568451876 97.02610949601325
795.80229485816 489.97000225642154
696.2638825699894 185.7736071162573
792.9879231423762 489.6755170751617
810.4752602330243 493.9678560145629
809.1965293971064 497.5871509310011
210.05226593147822 1114.4410239650433
97.5406929072828 118.97753448037562
701.9706343666284 209.77897384399137
715.4566936353375 199.11059422921684
403.18517188864206 1498.7205168291957
686.6319890507827 197.82886104070766
213.74869583707442 1093.7588513859982
197.4424729351247 1104.002438986738
205.61695283772784 1094.271271510168
418.9405581581667 1503.92740301304
690.0549205605863 211.53049919252575
695.3550599261727 202.83979878832216
213.2654510826199 1099.258459334446
1497.5208522588048 403.1069167622613
794.369486951909 515.6036388579599
87.73526208492821 92.88593768750357
110.76563430551053 94.71611788498038
1507.3894069030575 396.1831062752452
1502.6266769194576 374.46907228435094
1490.7973961972543 388.28992247166076
404.43929869091215 1504.8207669892608
396.9477913141181 1486.5190734701566
94.67422508852721 106.62430627135771
83.92651528562092 114.9763694870455
408.04254217247893 1509.3347628091603
198.66983648493175 1117.2589336517128
687.714507537001 198.8854593847649
205.61223819481694 1099.830458909301
1504.638376323126 405.51355402736914
98.80289330804655 99.63524349417987
402.5667017693614 1505.3736170305842
696.7955004339402 201.7171088107882
